iter	MultiClass
902	0.2069932294
903	0.2066150059
904	0.2063615123
905	0.2062394442
906	0.2060309705
907	0.205687233
908	0.2055352263
909	0.205316166
910	0.2051740118
911	0.2050449152
912	0.2047457971
913	0.2042845825
914	0.2040387787
915	0.2039079488
916	0.2035407316
917	0.2032709143
918	0.2030625538
919	0.2026932717
920	0.2025629831
921	0.2023144575
922	0.2022464884
923	0.2020332812
924	0.2018017338
925	0.2016858257
926	0.2015461417
927	0.2013628212
928	0.2011738122
929	0.2009422776
930	0.2006574599
931	0.2005297828
932	0.2001387089
933	0.1999474529
934	0.1996005869
935	0.199405087
936	0.1992117189
937	0.1989922434
938	0.1989192947
939	0.1987766469
940	0.1986153079
941	0.1982895086
942	0.1982096931
943	0.198054018
944	0.1977659371
945	0.1973862457
946	0.1970963848
947	0.1969376492
948	0.1967429827
949	0.1965447706
950	0.1963458937
951	0.1960267027
952	0.1956979981
953	0.1955502627
954	0.195164964
955	0.1948841386
956	0.1945382557
957	0.1942344391
958	0.1938270371
959	0.1933668344
960	0.1932221431
961	0.1930931846
962	0.1928593609
963	0.1926068489
964	0.1923816215
965	0.1922101819
966	0.192052018
967	0.1917907238
968	0.1913752631
969	0.1910346383
970	0.1908460069
971	0.1906704275
972	0.1904012485
973	0.190208802
974	0.1900147496
975	0.1898985574
976	0.1897308539
977	0.1895470403
978	0.1893339178
979	0.1890643544
980	0.188788161
981	0.1886660858
982	0.1883160945
983	0.1881903907
984	0.1879304525
985	0.1876674083
986	0.187492287
987	0.1873861507
988	0.1872560788
989	0.1869691474
990	0.1867315934
991	0.1866240966
992	0.1862730184
993	0.1859820354
994	0.1856288302
995	0.1854875596
996	0.1853551748
997	0.1852715999
998	0.1851189989
999	0.1848787736
